,english_sentence,hindi_sentence
8772,"yach Panhala gadala Siddi Joharne vedha dila, tevha Chhatrapati Shivajiraje yanni mothya shitafine swatahachi sutaka karun gheun Vishalgadakade kuch keli.","याच पन्हाळ गडाला सिद्दी जोहारने वेढा दिला, तेव्हा छत्रपती शिवाजीराजे यांनी मोठ्या शिताफिने स्वता:ची सुटका करुन घेऊन विशालगडाकडे कूच केली."
8773,he gao rajyamarg kr. 67 var aahe.,हे गाव राज्यमार्ग क्र. ६७ वर आहे.
8774,Kanchangadchi Mohana (Khalanayak Pilajirao),कांचनगडची मोहना (खलनायक पिलाजीराव)
8775,Yaadon ki baraat ha 1973 Sali pradarshit zalela Hindi chitrapat aahe.,यादों की बारात हा १९७३ साली प्रदर्शित झालेला हिंदी चित्रपट आहे.
8776,"yethil Amritsar railway sthanakasathi Mumbai, Delhi w itar anek pramukh shaharanmadhun thet pravasi railwaygadya sutatat.","येथील अमृतसर रेल्वे स्थानकासाठी मुंबई, दिल्ली व इतर अनेक प्रमुख शहरांमधून थेट प्रवासी रेल्वेगाड्या सुटतात."
8777,Are sansar sansar,अरे संसार संसार
8778,"lekhika namud karatat ki, vasahatkalin Bharatachya uttar kalkhandamadhye Muslim striyanchi hi adrushyata aadarsh nagarikatwachi bhawana nirman karanyas karanibhut tharali.","लेखिका नमूद करतात की, वसाहतकालीन भारताच्या उत्तर कालखंडामध्ये मुस्लिम स्त्रियांची ही अदृश्यता आदर्श नागरिकत्वाची भावना निर्माण करण्यास कारणीभूत ठरली."
8779,helicopter kampanya:,हेलिकॉप्टर कंपन्या:
8780,Carmen Zapatache wadil Hulio Zapata he Mexicoyun tar aai Ramona Roca hi Argentinatun sthalantarit zalele American nagarik hote.,कार्मेन झपाटाचे वडील हुलियो झपाटा हे मेक्सिकोतून तर आई रमोना रोका ही आर्जेन्टिनातून स्थलांतरित झालेले अमेरिकन नागरिक होते.
8781,Soviet sanghat panch varshik yojana rabavun tya yashaswi karanyachi jababadarihi rashtradhyaksh mhanun Stalin yanchich hoti.,सोवियेत संघात पंच वार्षिक योजना राबवून त्या यशस्वी करण्याची जबाबदारीही राष्ट्राध्यक्ष म्हणून स्टालिन यांचीच होती.
8782,Mruchhakatik aani Piya bawari hi Marathi natake Bhasachya natakanvar aadharit aahet.,मृच्छकटिक आणि पिया बावरी ही मराठी नाटके भासाच्या नाटकांवर आधारित आहेत.
8783,pan toparyant sagalikadache pravesh band zalyamule nailajane tyanni Mumbaichya Government Law Collegemadhye pravesh ghetala.,पण तोपर्यंत सगळीकडचे प्रवेश बंद झाल्यामुळे नाइलाजाने त्यांनी मुंबईच्या गव्हर्नमेंट लॉ कॉलेजमध्ये प्रवेश घेतला.
8784,athavadyacha satava diwas (Shaniwar - Sabbathacha diwas) ha pavitra diwas (Holy Day) asun papaprakshalanacha (sanctification) diwas aahe. Ishwarane kelele srushtiche nirman w tiche rakshan yanche ya diwashi smaran karun uralelya aayushyat shantata w subatta labhavi mhanun prarthana karavi.,आठवड्याचा सातवा दिवस (शनिवार - सब्बाथचा दिवस) हा पवित्र दिवस (Holy Day) असून पापप्रक्षालनाचा (sanctification) दिवस आहे. ईश्वराने केलेले सृष्टीचे निर्माण व तिचे रक्षण यांचे या दिवशी स्मरण करून उरलेल्या आयुष्यात शांतता व सुबत्ता लाभावी म्हणून प्रार्थना करावी.
8785,"Aavandu Tudaye,Uchagaon,Konewadi,Basurtyachya laximya vhannar hatay…","आवंदू तुडये,उचगांव,कोनेवाडी,बसुर्त्याच्या लक्षीम्या व्हण्णार हाताय..."
8786,Payagun,पायगुण
8787,"Vaidyakiy Mahavidyalay, Tirupati","वैद्यकीय महाविद्यालय, तिरुपती"
8788,Maharashtrat pik aalyavar Khandobala vyangyache bharit arpan karanyachi prachin parampara aadhalate.,महाराष्ट्रात पीक आल्यावर खंडोबाला वांग्याचे भरीत अर्पण करण्याची प्राचीन परंपरा आढळते.
8789,tyatil anekanna vividh paritoshike aani rashtriy shishyavruttya milalya aahet.,त्यातील अनेकांना विविध पारितोषिके आणि राष्ट्रीय शिष्यवृत्त्या मिळाल्या आहेत.
8790,Linux gabhyachya vokasasathichya watachalichi dhoranatmak disha tharavanyamadhye aajahi tyancha mahattwacha sahabhag asato.,लिनक्स गाभ्याच्या विकासासाठीच्या वाटचालीची धोरणात्मक दिशा ठरवण्यामध्ये आजही त्यांचा महत्त्वाचा सहभाग असतो.
