,English,Marathi
7170,ramai foundation/ramai mahila pratishthana,रमाई फाउंडेशन/रमाई महिला प्रतिष्ठान
7171,"amrutasar, bhatinda, ganganagar, bikaner, jesalamer va baramer hi ra.","अमृतसर, भटिंडा, गंगानगर, बिकानेर, जेसलमेर व बारमेर ही रा."
7172,yache vaishistya ase ki atishay naisargik parisarat hi rajadhani hoti.,याचे वैशिष्ट्य असे की अतिशय नैसर्गिक परिसरात ही राजधानी होती.
7173,sophi ya veles apale galyatale locket kuthe ahe he pahat asate.,सोफी या वेळेस आपले गळ्यातले लॉकेट कुठे आहे हे पहात असते.
7174,kumar he bharatiy sanrakshan vibhagache maji adhikari ahet.,कुमार हे भारतीय संरक्षण विभागाचे माजी अधिकारी आहेत.
7175,raja gandarity bhoj yache he kuladaivat hoy.,राजा गंडारित्य भोज याचे हे कुलदैवत होय.
7176,nanasaheb peshave yanchi patni mhanun tyanna yogy ti sath det shanivarvadyat peshavyanchya gharatil kame tya svatah laksh ghalun karun ghet.,नानासाहेब पेशवे यांची पत्नी म्हणून त्यांना योग्य ती साथ देत शनिवारवाड्यात पेशव्यांच्या घरातील कामे त्या स्वतः लक्ष घालून करून घेत.
7177,sagar thakkaracha janm mumbaiche upanagar asalelya borivalit eka madhyamavargiy gharat jhala.,सागर ठक्करचा जन्म मुंबईचे उपनगर असलेल्या बोरिवलीत एका मध्यमवर्गीय घरात झाला.
7178,mularitya hi sanstha san 1960 madhye sthapan jhali nantar ya sansthes mokshagundam vishveshvaraiya yanche sanmanaprityarth tyanche nav denyat ale.,मूळरित्या ही संस्था सन १९६० मध्ये स्थापन झाली नंतर या संस्थेस मोक्षगुंडम विश्वेश्वरैया यांचे सन्मानाप्रित्यर्थ त्यांचे नाव देण्यात आले.
7179,manipushpak,मणिपुष्पक
7180,tyamanane krushishastradnyn yanchi titakishi prasiddhi hot nasalyane tyanchyabaddal puresi mahiti lokanna nasate.,त्यामानाने कृ्षिशास्त्रज्ञ यांची तितकीशी प्रसिद्धी होत नसल्याने त्यांच्याबद्दल पुरेशी माहिती लोकांना नसते.
7181,eurofighter typhoon hi vimane germani ani england yanni ekatritarity banavaleli ahet.,युरोफायटर टायफून ही विमाने जर्मनी आणि इंग्लंड यांनी एकत्रितरित्या बनवलेली आहेत.
7182,narm kinva tuneless nasalelya bhumigat bulb tayar karatat jyatun tyancha ugam hoto.,नर्म किंवा ट्यूनलेस नसलेल्या भूमिगत बल्ब तयार करतात ज्यातून त्यांचा उगम होतो.
7183,rashi bhavisya,राशी भविष्य
7184,karan jo badal svikarato toch yethe tag dharun rahu sakato.,कारण जो बदल स्वीकारतो तोच येथे तग धरून राहू शकतो.
7185,yuzhno-sakhalinsk shahar rashiyachya ati purv bhagatil sakhalin betachya dakshin tokala prashant mahasagarachya kinaryavar vasale ahe.,युझ्नो-साखालिन्स्क शहर रशियाच्या अति पूर्व भागातील साखालिन बेटाच्या दक्षिण टोकाला प्रशांत महासागराच्या किनाऱ्यावर वसले आहे.
7186,arun kashalakar he ek hindustani shashtriy sangit ganare marathi gayak ahet.,अरुण कशाळकर हे एक हिंदुस्तानी शास्त्रीय संगीत गाणारे मराठी गायक आहेत.
7187,purandar talukyatil simene mothe asanare he gav ahe.,पुरंदर तालुक्यातील सीमेने मोठे असणारे हे गाव आहे.
7188,ya jilhyatil varud ani moshi he taluke santryansathi prasiddha ahet.,या जिल्ह्यातील वरूड आणि मोर्शी हे तालुके संत्र्यांसाठी प्रसिद्ध आहेत.
7189,"sanskrtik, adhyatmik athava dharmik karananni sajarya honarya divasanna san ase mhanatat.","सांस्कृतिक, आध्यात्मिक अथवा धार्मिक कारणांनी साजर्‍या होणार्‍या दिवसांना सण असे म्हणतात."
7190,parantu kahi prajatitil mungya jhadavar vegalya sahityacha vapar karunahi varule bandhatat.,परंतु काही प्रजातीतील मुंग्या झाडावर वेगळ्या साहित्याचा वापर करूनही वारुळे बांधतात.
